Winner,Loser,Tournament,Tournament_Date,Court_Surface,Round_Description,Winner_Rank,Loser_Rank,Retirement_Ind,Winner_Sets_Won,Winner_Games_Won,Winner_Aces,Winner_DoubleFaults,Winner_FirstServes_Won,Winner_FirstServes_In,Winner_SecondServes_Won,Winner_SecondServes_In,Winner_BreakPoints_Won,Winner_BreakPoints,Winner_ReturnPoints_Won,Winner_ReturnPoints_Faced,Winner_TotalPoints_Won,Loser_Sets_Won,Loser_Games_Won,Loser_Aces,Loser_DoubleFaults,Loser_FirstServes_Won,Loser_FirstServes_In,Loser_SecondServes_Won,Loser_SecondServes_In,Loser_BreakPoints_Won,Loser_BreakPoints,Loser_ReturnPoints_Won,Loser_ReturnPoints_Faced,Loser_TotalPoints_Won
Philipp Kohlschreiber,Nicolas Almagro,Auckland,9-Jan-12,Hard,Quarter-finals,42,10,0,2,13,9,1,34,46,19,32,1,2,16,61,69,0,10,8,2,34,40,11,21,0,2,25,78,70
David Ferrer,Fernando Verdasco,Auckland,9-Jan-12,Hard,Semi-finals,5,24,0,2,12,2,1,30,37,12,19,2,12,31,74,73,0,7,4,4,31,45,12,29,0,0,14,56,57
Olivier Rochus,Philipp Kohlschreiber,Auckland,9-Jan-12,Hard,Semi-finals,68,42,0,2,18,1,4,48,69,20,43,6,9,37,87,105,1,12,8,1,32,52,18,35,3,7,44,112,94
David Ferrer,Olivier Rochus,Auckland,9-Jan-12,Hard,Finals,5,68,0,2,12,9,1,26,32,19,38,3,4,23,55,68,0,7,0,1,17,33,15,22,1,4,25,70,57
Adrian Menendez-Maceiras,Alejandro Gonzalez,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,195,270,0,2,12,3,1,19,31,10,22,7,11,32,52,61,0,5,0,3,11,28,9,24,3,10,24,53,44
Marco Crugnola,Amir Weintraub,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,274,220,0,2,12,1,3,22,29,7,14,5,15,36,68,65,0,4,0,1,28,59,4,9,1,1,14,43,46
Sergei Bubka,Andre Begemann,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,152,227,0,2,14,5,2,32,45,14,31,4,13,42,94,88,0,11,4,8,40,58,12,36,3,3,30,76,82
Denys Molchanov,Andrew Harris,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,267,.,0,2,13,3,2,29,38,14,26,4,10,32,68,75,0,6,0,1,17,37,19,31,1,2,21,64,57
Bjorn Phau,Arnaud Clement,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,174,157,0,2,13,3,0,27,39,14,34,6,11,35,66,76,0,7,4,3,21,39,10,27,3,10,32,73,63
Igor Sijsling,Axel Michon,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,196,262,0,2,13,11,1,28,34,13,25,4,7,23,57,64,0,8,8,0,24,40,10,17,1,2,18,59,52
Rainer Schuettler,Chris Guccione,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,131,263,0,2,14,3,6,43,52,21,35,1,4,21,78,85,0,12,10,1,43,49,14,29,1,4,23,87,80
Stephane Bohli,Conor Niland,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,206,286,0,2,12,3,0,20,24,15,22,4,12,36,71,71,0,5,0,8,27,47,8,24,1,3,11,46,46
Danai Udomchoke,Daniel Brands,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,201,112,0,2,16,3,2,39,55,15,28,7,14,44,94,98,1,10,2,4,35,59,15,35,2,6,29,83,79
David Goffin,Daniel Munoz de la Nava,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,168,139,0,2,16,4,6,40,55,17,28,4,10,41,91,98,1,9,1,4,35,55,15,36,1,4,26,83,76
Grega Zemlja,Denis Gremelmayr,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,110,170,0,2,17,18,8,48,65,21,44,3,14,49,127,118,1,18,9,4,46,74,32,53,4,7,40,109,118
Radu Albot,Denis Matsukevich,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,282,279,0,2,12,2,1,26,35,3,8,6,8,26,36,55,0,2,0,1,9,27,1,9,1,1,14,43,24
Peter Luczak,Dominik Meffert,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,280,171,0,2,13,3,2,26,41,14,27,5,12,36,75,76,0,9,5,5,30,47,9,28,4,6,28,68,67
Matteo Viola,Dusan Lajovic,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,153,186,0,2,20,1,11,51,79,23,52,7,16,59,122,133,1,15,0,8,40,71,23,51,5,16,57,131,120
Maxime Teixeira,Dusan Lojda,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,162,200,0,2,12,6,.,26,36,10,21,5,10,34,70,70,0,8,2,.,27,48,9,22,3,5,21,57,57
Thiemo de Bakker,Dustin Brown,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,211,160,0,2,19,7,0,51,67,24,37,2,4,33,104,108,1,18,14,1,47,62,24,42,2,6,29,104,100
Andrey Golubev,Erik Chvojka,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,146,268,0,2,15,7,0,35,46,20,35,3,7,30,79,85,1,11,2,2,34,52,15,27,1,2,26,81,75
Joao Sousa,Evgeny Donskoy,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,191,144,0,2,13,2,2,26,35,12,16,4,16,34,72,72,0,8,2,1,34,48,4,24,1,1,13,51,51
Ricardas Berankis,Fabrice Martin,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,132,259,0,2,12,6,3,28,29,13,20,2,6,24,66,65,0,8,6,0,27,42,15,24,0,0,8,49,50
Pierre-Ludovic Duclos,Facundo Bagnis,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,247,155,0,2,13,3,2,33,46,14,27,3,6,26,72,73,1,13,3,0,31,47,15,25,3,7,26,73,72
Romain Jouan,Gerard Granollers,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,226,231,0,2,18,10,3,48,69,22,44,4,12,40,107,110,1,17,3,2,43,63,24,44,4,11,43,113,110
Peter Gojowczyk,Gregoire Burquier,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,248,258,0,2,12,4,1,24,30,8,16,5,6,28,50,60,0,4,1,3,14,29,8,21,1,3,14,46,36
Alex Kuznetsov,Guilherme Clezar,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,167,287,0,2,13,4,1,30,46,12,22,5,14,37,76,79,0,7,3,2,25,48,14,28,2,8,26,68,65
Javier Marti,Harri Heliovaara,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,180,194,0,2,12,3,0,22,29,4,10,6,13,32,52,58,0,3,0,4,16,29,4,23,2,2,13,39,33
James Ward,Inigo Cervantes,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,161,212,0,2,19,6,8,48,65,21,44,5,17,67,146,136,1,14,5,3,49,85,30,61,3,6,40,109,119
Jimmy Wang,Izak van der Merwe,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,275,114,0,2,12,3,1,18,30,14,19,6,9,31,55,63,0,6,1,3,17,37,7,18,3,7,17,49,41
Augustin Gensse,James Lemke,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,159,291,0,2,16,4,4,35,47,11,26,6,11,45,92,91,1,10,2,5,44,74,3,18,3,7,27,73,74
Martin Fischer,Jan Hajek,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,219,140,0,2,16,2,3,42,63,12,23,6,9,39,85,93,1,11,3,5,35,57,11,28,3,7,32,86,78
Aljaz Bedene,Jan Mertl,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,163,213,0,2,12,4,1,23,29,11,19,4,4,25,46,59,0,4,0,5,14,24,7,22,0,1,14,48,35
Lukas Lacko,Jaroslav Pospisil,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,119,207,0,2,12,1,1,26,36,10,15,4,4,22,42,58,0,3,0,1,12,24,8,18,0,1,15,51,35
Kamil Capkovic,Jiri Vesely,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,251,495,0,2,13,1,3,27,35,9,14,5,12,31,66,67,0,6,1,2,28,45,7,21,1,4,13,49,48
Vasek Pospisil,John Millman,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,122,.,0,2,16,6,4,43,63,23,44,4,8,34,88,100,1,14,1,3,33,49,21,39,3,11,41,107,95
Farrukh Dustov,John-Patrick Smith,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,261,436,0,2,18,3,2,44,65,12,26,7,10,46,96,102,1,14,0,2,38,66,12,30,4,12,35,91,85
Andre Ghem,Juan Pablo Brzezicki,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,303,281,0,2,14,3,5,35,50,16,40,5,12,44,94,95,0,12,1,2,42,80,8,14,5,9,39,90,89
Eduardo Schwank,Juan Sebastian Cabal,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,143,245,0,2,12,1,1,31,45,8,15,5,11,31,59,70,0,4,1,3,21,36,7,23,1,5,21,60,49
Konstantin Kravchuk,Laurynas Grigelis,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,185,197,0,2,17,3,4,40,53,14,29,4,10,38,91,92,1,12,0,5,35,52,18,39,3,5,28,82,81
Jonathan Dasnieres de Veigy,Ludovic Walter,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,214,284,0,2,12,3,3,29,36,3,7,5,10,27,46,59,0,2,1,3,10,20,9,26,0,3,11,43,30
Ivo Minar,Luke Saville,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,179,.,0,2,13,4,1,36,46,10,17,3,7,28,65,74,0,7,3,2,26,39,11,26,1,4,17,63,54
Tim Smyczek,Malek Jaziri,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,273,123,0,2,13,2,0,39,50,4,13,3,5,34,75,77,0,8,3,3,27,40,14,35,1,5,20,63,61
Amer Delic,Marsel Ilhan,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,210,113,0,2,16,11,1,48,63,19,37,3,8,31,81,98,1,11,1,1,35,61,15,20,1,5,33,100,83
Gianluca Naso,Matt Reid,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,225,271,0,2,20,12,3,59,81,37,63,2,15,44,131,140,1,19,11,9,54,66,33,65,2,15,48,144,135
Yannick Mertens,Maverick Banes,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,252,.,0,2,13,2,1,31,43,15,21,3,7,26,61,72,0,8,0,2,24,39,11,22,1,1,18,64,53
Rik De Voest,Maxime Authom,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,126,224,0,2,16,1,1,34,52,13,30,7,14,35,67,82,1,7,2,2,20,39,12,28,3,10,35,82,67
Simone Bolelli,Michael Lammer,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,134,249,0,2,17,4,0,50,78,22,47,5,17,55,125,127,1,16,0,4,48,82,22,43,5,17,53,125,123
Roberto Bautista Agut,Michael Look,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,175,339,0,2,12,0,2,41,66,9,17,4,10,37,78,87,0,8,4,5,23,40,18,38,2,8,33,83,74
David Guez,Michael Yani,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,188,177,0,2,13,1,2,26,42,14,29,6,16,42,82,82,0,10,1,2,31,57,9,25,5,5,31,71,71
Mathieu Rodrigues,Nick Kyrgios,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,215,.,0,2,18,3,1,39,51,20,41,6,18,50,103,109,1,12,4,2,38,61,15,42,3,5,33,92,86
Denis Kudla,Nikola Ciric,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,276,187,0,2,18,2,3,49,66,20,28,2,7,41,114,110,1,15,15,5,54,74,19,40,1,5,25,94,98
Go Soeda,Pavol Cervenak,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,99,217,0,2,12,1,2,21,28,20,28,3,12,31,71,72,0,6,2,1,30,40,10,31,0,1,15,56,55
Caio Zampieri,Peter Torebko,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,255,235,0,2,12,1,0,34,51,13,24,3,11,27,62,74,0,7,3,6,23,31,12,31,1,9,28,75,63
Arnau Brugues-Davi,Philipp Oswald,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,138,265,0,2,13,2,4,37,45,12,27,3,6,31,75,80,0,9,12,2,34,48,10,27,2,3,23,72,67
Frederik Nielsen,Rajeev Ram,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,240,147,0,2,13,2,1,33,52,10,22,5,11,34,67,77,0,9,0,0,19,39,14,28,3,9,31,74,64
Jan Hernych,Raven Klaasen,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,165,241,0,2,12,2,0,29,38,11,19,3,8,31,69,71,0,7,2,3,25,42,13,27,1,1,17,57,55
Florent Serra,Robby Ginepri,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,156,313,0,2,13,5,5,45,58,16,33,2,4,24,68,85,0,9,12,1,37,50,7,18,1,8,30,91,74
Antonio Veic,Robert Farah,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,173,230,0,2,15,4,7,39,56,9,20,6,14,54,112,102,1,12,2,4,37,64,21,48,4,6,28,76,86
Illya Marchenko,Rogerio Dutra Silva,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,246,120,0,2,12,4,4,29,35,10,18,3,8,25,56,64,0,5,0,2,26,39,5,17,0,3,14,53,45
Igor Andreev,Roman Borvanov,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,118,244,0,2,12,4,3,25,34,9,20,5,5,25,53,59,0,7,2,2,18,35,10,18,2,3,20,54,48
Yuichi Sugita,Ruben Bemelmans,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,209,150,0,2,12,0,1,28,36,7,15,4,10,33,65,68,0,5,1,2,23,38,9,27,1,3,16,51,48
Guillaume Rufin,Sebastian Rieschick,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,228,260,0,2,16,0,5,31,58,19,37,7,12,52,105,102,1,15,1,17,31,54,22,51,7,13,45,95,98
Jesse Huta Galung,Simon Greul,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,233,154,0,2,15,8,11,38,54,13,37,7,12,43,89,94,1,12,1,7,24,45,22,44,5,17,40,91,86
Peter Polansky,Simone Vagnozzi,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,269,164,0,2,12,7,1,23,39,13,26,5,8,26,49,62,0,5,0,1,13,27,10,22,2,6,29,65,52
Alexander Kudryavtsev,Tsung-Hua Yang,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,172,178,0,2,16,3,3,37,49,17,33,5,8,39,91,93,1,13,4,2,41,65,11,26,3,5,28,82,80
Jurgen Zopp,Uladzimir Ignatik,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,148,205,0,2,18,3,8,52,75,25,57,4,5,38,108,115,1,18,4,5,47,60,23,48,2,12,55,132,125
Carsten Ball,Yuri Schukin,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,364,192,0,2,17,12,5,48,62,10,22,4,11,38,95,96,1,14,4,5,45,69,12,26,3,6,26,84,83
Joao Sousa,Adrian Menendez-Maceiras,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,191,195,0,2,13,4,2,38,48,16,36,3,13,40,95,94,0,10,0,1,33,57,22,38,2,4,30,84,85
Lukas Lacko,Aljaz Bedene,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,119,163,0,2,12,1,1,25,32,6,10,4,12,27,51,58,0,2,1,0,16,28,8,23,0,4,11,42,35
Yannick Mertens,Amer Delic,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,252,210,0,2,18,3,1,43,61,19,34,5,9,45,105,107,1,14,9,3,37,64,23,41,2,6,33,95,93
Matteo Viola,Antonio Veic,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,153,173,0,2,19,1,3,46,74,29,51,5,10,41,106,116,1,16,3,0,47,73,18,33,3,15,50,125,115
Alex Kuznetsov,Arnau Brugues-Davi,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,167,138,0,2,12,6,0,19,23,9,14,5,7,28,54,56,0,4,1,3,18,34,8,20,1,1,9,37,35
Peter Polansky,Augustin Gensse,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,269,159,0,2,12,7,1,24,29,15,19,3,4,26,58,65,0,5,0,2,26,42,6,16,0,2,9,48,41
Jesse Huta Galung,Caio Zampieri,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,233,255,0,2,12,2,1,16,20,10,14,6,11,27,40,53,0,0,1,0,8,30,5,10,0,3,8,34,21
Guillaume Rufin,David Goffin,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,228,168,0,2,13,5,5,32,40,14,22,2,7,29,76,75,0,9,3,6,32,44,15,32,0,3,16,62,63
Denis Kudla,Eduardo Schwank,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,276,143,0,2,12,4,2,24,30,12,23,4,7,27,56,63,0,6,3,1,18,33,11,23,1,4,17,53,46
Rik De Voest,Farrukh Dustov,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,126,261,0,2,18,3,3,45,63,16,30,5,16,46,104,107,1,11,6,3,50,78,8,26,1,5,32,93,90
Yuichi Sugita,Gianluca Naso,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,209,225,0,2,12,1,2,28,40,12,23,3,4,23,56,63,0,8,2,3,25,32,8,24,2,4,23,63,56
Denys Molchanov,Go Soeda,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,267,99,0,2,12,5,0,30,35,9,19,3,4,21,54,60,0,6,2,3,25,34,8,20,0,2,15,54,48
Peter Gojowczyk,Grega Zemlja,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,248,110,0,2,12,2,0,26,40,13,21,5,5,24,41,63,0,3,1,2,12,24,5,17,1,9,22,61,39
Igor Sijsling,Igor Andreev,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,196,118,0,2,13,13,3,37,45,18,34,2,3,23,65,78,0,9,8,4,31,44,11,21,1,5,24,79,66
James Ward,Ivo Minar,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,161,179,0,2,13,9,2,32,51,14,30,5,6,33,77,79,1,12,12,3,32,50,12,27,4,8,35,81,79
Thiemo de Bakker,Javier Marti,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,211,180,0,2,17,5,0,42,57,15,30,5,14,49,117,106,1,15,1,2,47,73,21,44,4,10,30,87,98
David Guez,Jimmy Wang,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,188,275,0,2,13,1,2,28,50,15,30,6,22,42,93,85,1,13,4,3,39,64,12,29,5,12,37,80,88
Sergei Bubka,Jonathan Dasnieres de Veigy,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,152,214,0,2,12,5,2,30,39,11,17,3,14,30,67,71,0,6,2,5,28,44,9,23,0,3,15,56,52
Illya Marchenko,Kamil Capkovic,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,246,251,0,2,14,0,4,22,41,17,39,7,15,42,80,81,1,11,1,9,24,47,14,33,6,7,41,80,79
Simone Bolelli,Konstantin Kravchuk,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,134,185,0,2,11,5,3,57,79,27,38,1,6,42,130,126,1,11,17,1,72,93,16,37,1,6,33,117,121
Bjorn Phau,Marco Crugnola,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,174,274,0,2,12,0,1,21,26,10,16,5,7,24,41,55,0,2,2,3,14,27,3,14,0,1,11,42,28
Jurgen Zopp,Mathieu Rodrigues,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,148,215,0,1,13,4,3,50,73,37,64,7,12,55,134,142,2,19,5,6,57,82,22,52,4,8,50,137,129
Florent Serra,Maxime Teixeira,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,156,162,0,2,18,6,0,43,61,18,31,6,24,56,127,117,1,11,13,8,55,83,16,44,2,3,31,92,102
Frederik Nielsen,Peter Luczak,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,240,280,0,2,13,7,.,21,29,18,23,4,6,29,60,68,0,7,4,.,24,43,7,17,1,3,13,52,44
Andre Ghem,Pierre-Ludovic Duclos,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,303,247,0,2,18,.,1,43,59,19,29,4,6,42,106,104,1,14,.,0,52,85,12,21,2,3,26,88,90
Andrey Golubev,Radu Albot,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,146,282,0,2,12,6,2,28,38,14,20,2,5,23,61,65,0,8,0,2,28,40,10,21,0,0,16,58,54
Alexander Kudryavtsev,Rainer Schuettler,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,172,131,0,2,15,12,0,37,61,28,50,3,6,37,104,102,1,18,5,7,45,60,22,44,4,9,46,111,113
Roberto Bautista Agut,Ricardas Berankis,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,175,132,0,2,18,3,2,45,57,15,34,6,15,46,103,106,1,11,4,6,27,45,30,58,2,7,31,91,88
Danai Udomchoke,Romain Jouan,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,201,226,0,2,12,4,2,28,38,12,19,3,6,31,66,71,0,6,5,3,22,35,13,31,0,2,17,57,52
Tim Smyczek,Stephane Bohli,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,273,206,0,2,13,4,0,35,48,9,13,3,10,24,66,68,0,9,6,2,32,39,10,27,1,3,17,61,59
Carsten Ball,Vasek Pospisil,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,364,122,0,2,13,5,2,35,42,14,26,2,3,18,63,67,0,10,7,6,23,29,22,34,1,1,19,68,64
Roberto Bautista Agut,Andre Ghem,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,175,303,0,2,13,2,3,30,39,16,26,3,4,29,70,75,0,9,3,3,27,37,14,33,1,4,19,65,60
Denis Kudla,Carsten Ball,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,276,364,0,2,14,8,2,30,45,20,31,3,11,39,93,89,0,11,11,5,42,66,12,27,2,5,26,76,80
Jesse Huta Galung,David Guez,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,233,188,0,2,12,7,4,26,28,12,28,4,5,25,47,63,0,4,4,0,16,28,6,19,0,2,18,56,40
Florent Serra,Denys Molchanov,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,156,267,0,2,12,2,0,24,32,13,18,3,5,19,49,56,0,6,6,4,17,26,13,23,0,1,13,50,43
Bjorn Phau,Guillaume Rufin,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,174,228,0,2,18,2,3,44,59,21,47,5,9,42,100,107,1,14,4,3,38,57,20,43,4,6,41,106,99
James Ward,Igor Sijsling,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,161,196,0,2,13,9,1,34,44,12,22,3,6,28,65,74,0,8,5,0,21,30,16,35,1,3,20,66,57
Alexander Kudryavtsev,Joao Sousa,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,172,191,0,2,15,7,2,35,47,21,44,4,18,55,124,111,1,15,3,2,49,73,20,51,4,9,35,91,104
Illya Marchenko,Martin Fischer,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,246,219,0,2,13,1,3,26,39,17,35,6,10,34,61,77,0,8,0,1,15,34,12,27,4,8,31,74,58
Danai Udomchoke,Peter Polansky,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,201,269,0,2,12,5,1,31,42,9,14,3,3,20,50,60,0,6,3,1,13,25,17,25,0,1,16,56,46
Matteo Viola,Rik De Voest,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,153,126,0,2,17,2,3,44,71,20,41,5,12,51,114,115,1,16,0,1,45,83,18,31,5,9,48,112,111
Lukas Lacko,Sergei Bubka,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,119,152,0,2,12,3,0,26,30,10,18,3,4,24,56,60,0,6,1,1,20,32,12,24,0,0,12,48,44
Frederik Nielsen,Simone Bolelli,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,240,134,0,2,18,1,3,49,72,20,34,4,12,49,120,118,1,13,2,2,49,83,22,37,1,5,37,106,108
Peter Gojowczyk,Thiemo de Bakker,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,248,211,0,2,12,4,1,19,24,12,19,5,9,29,51,60,0,2,0,2,17,37,5,14,0,2,12,43,34
Jurgen Zopp,Tim Smyczek,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,148,273,0,2,17,5,1,35,54,16,34,7,12,39,85,90,1,12,2,2,35,67,11,18,4,8,37,88,83
Andrey Golubev,Yannick Mertens,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,146,252,0,2,12,3,1,19,24,15,23,4,7,23,48,57,0,4,1,1,16,26,9,22,0,3,13,47,38
Alex Kuznetsov,Yuichi Sugita,"Australian Open, Melbourne",16-Jan-12,Hard,Qualifying,167,209,0,2,15,7,0,34,47,20,30,3,5,22,66,76,1,11,3,4,31,42,13,24,1,5,23,77,67
Juan Martin del Potro,Adrian Mannarino,"Australian Open, Melbourne",16-Jan-12,Hard,First Round,11,91,0,3,21,12,6,60,80,23,58,6,8,42,101,125,1,16,7,3,48,69,11,32,4,13,55,138,114
Pere Riba,Albert Montanes,"Australian Open, Melbourne",16-Jan-12,Hard,First Round,88,50,0,3,22,16,3,57,82,25,52,5,14,61,154,143,1,22,2,7,67,101,26,53,6,14,52,134,145
Tomas Berdych,Albert Ramos-Vinolas,"Australian Open, Melbourne",16-Jan-12,Hard,First Round,7,67,0,3,23,7,6,52,59,28,54,5,7,44,113,124,1,16,4,4,41,59,28,54,2,4,33,113,102
Rafael Nadal,Alex Kuznetsov,"Australian Open, Melbourne",16-Jan-12,Hard,First Round,2,167,0,3,18,9,2,36,42,13,20,6,10,39,75,88,0,6,5,2,24,49,12,26,0,2,13,62,49
Roger Federer,Alexander Kudryavtsev,"Australian Open, Melbourne",16-Jan-12,Hard,First Round,3,172,0,3,19,14,2,44,55,18,32,6,13,44,89,106,0,9,4,4,24,37,21,52,1,4,25,87,70
Richard Gasquet,Andreas Seppi,"Australian Open, Melbourne",16-Jan-12,Hard,First Round,18,40,0,3,21,10,3,49,63,15,34,7,17,53,113,117,1,13,8,6,35,58,25,55,3,6,33,97,93
Marcos Baghdatis,Benjamin Becker,"Australian Open, Melbourne",16-Jan-12,Hard,First Round,44,304,0,3,19,18,1,33,36,26,44,6,8,34,79,93,0,9,5,1,32,44,13,35,1,6,21,80,66
John Isner,Benjamin Mitchell,"Australian Open, Melbourne",16-Jan-12,Hard,First Round,17,222,0,3,19,19,4,54,63,16,32,3,8,36,99,106,0,14,7,8,37,48,26,51,1,6,25,95,88
Stan Wawrinka,Benoit Paire,"Australian Open, Melbourne",16-Jan-12,Hard,First Round,22,84,0,3,19,2,3,41,59,24,39,7,11,44,83,109,0,7,3,6,28,45,11,38,1,11,33,98,72
Olivier Rochus,Bjorn Phau,"Australian Open, Melbourne",16-Jan-12,Hard,First Round,54,174,0,3,18,7,1,33,41,18,27,7,10,36,63,87,0,5,2,4,14,31,13,32,1,4,17,68,44
Lleyton Hewitt,Cedrik-Marcel Stebe,"Australian Open, Melbourne",16-Jan-12,Hard,First Round,181,83,0,3,23,8,2,54,71,29,59,6,19,61,151,144,1,20,13,6,59,89,31,62,4,10,47,130,137
